Layer;Edge;Discount
network;[source:USER@n6, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:USER@n6, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.20784857326320236
network;[source:ROOT@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:USER@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.1094207106164524
network;[source:USER@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.1094207106164524
network;[source:USER@n7, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:NONE@n8, destination:USER@n8, cve:CVE-2010-1883, type:local, port:0, protocol:];-0.17062071061645234
network;[source:USER@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.1094207106164524
network;[source:USER@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.1094207106164524
network;[source:USER@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n8, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:USER@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:USER@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.1094207106164524
network;[source:USER@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5556, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5555, protocol:TCP];-0.1094207106164524
network;[source:ROOT@n9, destination:ROOT@n7, cve:CVE-2018-4846, type:network, port:5557, protocol:TCP];-0.1094207106164524
network;[source:USER@n10, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.20784857326320236
network;[source:USER@n10, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.18804857326320235
network;[source:USER@n10, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.20784857326320236
network;[source:ROOT@n10, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.20784857326320236
network;[source:ROOT@n10, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.20784857326320236
network;[source:ROOT@n10, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.18804857326320235
network;[source:USER@n11, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.20784857326320236
network;[source:USER@n11, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.18804857326320235
network;[source:USER@n11, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.20784857326320236
network;[source:ROOT@n11, destination:ROOT@n6, cve:CVE-2009-2412, type:network, port:443, protocol:TCP];0.20784857326320236
network;[source:ROOT@n11, destination:ROOT@n2, cve:CVE-2009-2412, type:network, port:5556, protocol:TCP];0.20784857326320236
network;[source:ROOT@n11, destination:ROOT@n1, cve:CVE-2018-3110, type:network, port:7778, protocol:TCP];0.18804857326320235
